Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1009115,363,149,0.276,2,8,2,2,2,0,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009116,466,232,0.728,3,2,1,1,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009117,383,500,1.55,2,8,2,-2,2,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009118,697,77,6.122,1,8,2,-1,2,1,N,U,A7,W,0,0,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009119,520,500,2.972,7,5,-1,-1,-1,0,N,U,I1,L,0,0,1,New_Ulm_Telecom Inc - JSI,New_Ulm_Telecom Inc,Wireline,3,,0
1009120,420,500,4.922,7,5,-1,-1,2,0,N,U,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009121,367,500,0.945,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009122,394,500,1.658,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009123,328,286,1.637,2,6,2,-1,2,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009124,423,83,0.916,1,8,2,-2,-1,1,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1009125,409,73,0.325,1,8,1,1,1,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009126,511,84,5.185,7,5,-1,-1,-1,0,N,U,A7,W,0,2,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1009127,413,83,0.432,2,6,1,1,2,-1,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009128,481,254,1.129,7,5,-1,2,-1,0,N,U,I2,L,0,0,1,Aliant-Illuminet,Windstream,Wireline,3,,0
1009129,366,234,0.492,1,8,2,-1,1,1,N,U,A6,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009130,393,140,0.481,1,8,2,1,2,-1,N,U,A7,W,7,4,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009131,422,143,0.866,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009132,614,77,6.777,1,8,2,1,-1,2,Y,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,Y,0
1009133,411,50,1.73,1,8,2,2,1,1,N,U,A7,W,0,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1009134,430,93,0.316,7,3,-1,-1,2,0,N,B,A7,L,0,2,4,Qwest_Communications,CenturyLink,Wireline,3,,0
1009135,411,248,0.59,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009136,291,96,0.321,1,8,2,-1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009137,393,209,0.467,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009138,403,904,3.153,2,5,2,2,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009139,512,500,2.801,2,5,2,1,2,0,N,U,A7,W,0,3,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009140,411,155,1.822,2,3,2,1,-1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009141,480,80,4.352,1,8,2,-2,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009142,440,80,1.033,2,6,1,1,-1,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009143,642,152,4.558,5,7,2,-1,-1,0,N,U,U,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009144,299,158,0.353,1,8,2,1,2,1,N,U,A5,W,7,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009145,325,709,3.622,2,8,2,-1,-1,0,N,U,A7,W,0,2,3,Cellular South - SVR,Telepak,Wireless,,N,0
1009146,435,297,0.858,2,8,1,1,1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009147,609,500,2.511,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009148,348,248,0.444,2,5,2,1,2,-2,N,U,U,L,0,3,4,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009149,441,500,5.264,8,8,0,0,0,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009150,510,77,1.737,1,8,2,2,-1,1,N,U,I1,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009151,437,67,0.778,1,8,1,1,-1,1,N,B,A7,L,0,3,4,Charter Fiber - NSR,Charter Communications,Wireline,3,,0
1009152,410,500,2.075,2,8,2,1,2,0,Y,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1009153,416,500,1.214,2,8,2,1,2,0,N,B,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009154,555,904,9.687,2,8,1,-1,1,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009155,505,904,3.91,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009156,501,93,1.687,3,7,2,-2,0,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009157,355,212,0.429,2,8,1,-1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009158,572,500,5.485,5,7,2,1,-1,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009159,422,84,0.344,3,8,2,2,-2,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009160,557,500,4.558,2,8,2,2,-1,-2,N,U,A5,L,0,2,3,"BHNIS - Florida, LLC - NSR",Charter Communications,Wireline,3,,0
1009161,582,83,2.68,1,8,2,-2,2,-1,N,C,A5,L,0,2,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1009162,518,705,4.74,2,3,2,-2,1,-1,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009163,318,83,1.5,1,8,2,2,-1,1,N,U,A7,W,0,4,5,Cingular Wireless,AT&T,Wireless,,N,0
1009164,746,86,1.713,8,1,-1,-1,-1,-1,N,B,A6,L,0,1,2,Cox Communications,Cox,Wireline,3,,0
1009165,486,709,7.026,2,8,2,2,-1,0,Y,U,A7,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1009166,427,701,2.403,2,5,2,2,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009167,410,85,0.168,1,8,1,1,-1,1,N,B,A7,L,0,3,4,Comcast Phone NER,Comcast,Wireline,3,,0
1009168,453,702,4.461,5,2,-1,-1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009169,582,92,0.569,7,5,-1,1,-1,-2,N,U,A4,L,0,3,3,Level 3-SVR,CenturyLink,Wireline,2,,0
1009170,447,500,0.593,5,7,1,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009171,420,500,2.169,2,5,2,1,2,0,Y,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009172,606,500,4.628,2,8,2,-1,2,-2,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009173,610,85,2.251,2,6,2,-1,-1,-1,N,U,A5,L,0,2,3,Cox Communications,Cox,Wireline,3,,0
1009174,396,500,0.984,2,8,2,-1,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009175,492,70,1.188,1,8,2,1,2,-1,N,C,A7,L,0,2,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1009176,427,248,1.405,7,5,-1,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009177,351,75,0.154,2,3,1,1,-1,-1,N,U,A7,W,0,2,3,Bluegrass Cellular-Kentucky RSA3-SVR,Bluegrass Cellular,Wireless,,N,0
1009178,431,500,1.53,2,8,2,-2,1,-2,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009179,494,91,5.86,3,7,2,1,-1,1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009180,292,136,0.313,1,8,1,1,1,1,N,U,A7,W,7,2,3,USCC - SVR,US Cellular,Wireless,,N,0
1009181,318,500,0.597,2,6,1,-1,1,-1,N,B,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009182,375,50,0.967,1,5,2,2,1,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009183,426,72,0.431,1,8,1,1,1,1,N,U,A7,W,0,3,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009184,487,248,1.047,7,5,-1,2,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009185,592,701,5.378,2,8,2,2,1,-2,N,U,A7,L,0,3,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009186,316,90,0.367,1,8,2,1,2,1,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009187,774,500,14.503,7,5,-1,2,-1,0,N,B,U,U,0,0,0,,,,,,0
1009188,384,94,0.621,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009189,390,123,0.4,5,2,2,-1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009190,559,709,12.383,7,5,-1,2,-1,0,N,B,A7,L,0,2,4,Vonage- NSR,Vonage,VOIP Other,1,,0
1009191,433,500,2.686,2,5,2,1,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009192,417,500,1.899,2,8,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009193,413,189,0.577,7,5,-1,2,-1,0,N,B,A7,L,0,3,4,Crosslake Communications,Crosslake Communications,Wireline,3,,0
1009194,603,906,22.971,2,6,2,-1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009195,353,500,1.313,2,8,2,-2,-1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009196,413,85,0.757,2,8,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009197,399,500,2.086,2,8,2,-1,2,0,N,U,A7,L,0,2,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009198,515,500,2.548,2,8,2,1,1,-2,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009199,432,500,1.868,5,7,2,1,-1,0,Y,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009200,426,500,0.506,7,5,-1,-1,-1,-2,N,B,A2,L,0,2,2,RCLEC- NSR,RingCentral,Wireline,2,,0
1009201,378,97,0.343,5,7,2,-1,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009202,530,500,2.646,2,5,1,1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009203,455,148,1.363,2,5,2,-2,1,0,N,U,A7,L,0,1,2,Verizon FDV,Verizon,Wireline,3,,0
1009204,506,255,1.09,8,5,-1,-1,-1,0,N,U,A7,W,1,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009205,712,248,6.47,5,7,2,1,-1,-2,Y,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,Y,0
1009206,581,500,5.493,2,8,2,1,-1,0,N,C,I2,L,0,0,2,Comcast Phone NER,Comcast,Wireline,3,,1
1009207,464,197,19.872,8,5,-1,-1,-1,0,N,U,I1,W,3,1,2,Cingular Wireless,AT&T,Wireless,,N,1
1009208,287,85,0.201,1,8,2,1,-1,1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009209,464,500,17.246,7,3,-1,-1,-1,0,N,U,A2,W,4,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,1
1009210,295,83,0.276,1,8,2,-1,2,1,N,B,A7,L,0,2,3,Wellman Coop Tel - SVR,Wellness Coop Telephone Association,Wireline,3,,0
1009211,467,93,1.161,2,8,2,-2,-1,0,N,U,A7,W,0,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1009212,689,141,0.908,7,3,-1,-1,-1,0,N,B,A5,L,0,1,2,Level 3-SVR,CenturyLink,Wireline,2,,0
1009213,338,500,2.43,2,8,2,1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009214,440,77,0,2,8,2,2,1,-2,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009215,755,211,38.069,2,5,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009216,555,475,29.467,2,8,1,1,-1,0,N,U,A7,L,0,3,4,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009217,386,79,0.545,1,8,1,1,-1,1,N,B,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009218,421,500,1.17,2,8,1,1,1,0,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009219,646,282,1.163,8,2,-1,-1,1,-1,N,B,A7,L,0,2,3,Cox Communications,Cox,Wireline,3,,0
1009220,366,188,1.379,5,7,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009221,625,85,1.994,7,3,-1,-1,-1,0,N,B,A7,L,0,3,4,Paul Bunyan Rural Telephone -NSR,Paul_Bunyan,Wireline,3,,0
1009222,469,500,5.184,5,7,2,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009223,382,500,1.837,2,8,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009224,543,707,5.092,2,8,2,-2,1,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009225,351,500,0.767,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009226,574,500,5.651,8,8,0,0,0,0,N,U,A5,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009227,352,85,0.224,1,8,2,1,2,-1,N,U,A7,W,4,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009228,525,500,4.704,7,8,0,0,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009229,450,707,2.573,2,8,1,1,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009230,382,256,1.509,2,6,2,-1,-1,0,N,U,I1,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1009231,573,228,2.283,2,6,1,1,1,-1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009232,655,500,7.065,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009233,380,500,2.181,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009234,534,279,2.283,7,5,-1,2,2,-2,Y,B,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009235,388,500,1.859,5,7,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009236,414,96,0.416,2,5,2,1,1,0,N,U,A7,L,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,3,,0
1009237,350,500,1.43,2,8,2,-1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009238,363,241,0.853,8,2,-1,-1,2,0,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009239,579,500,8.316,7,5,-1,1,-1,0,N,U,I5,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,1
1009240,603,95,3.051,1,8,2,1,2,-1,Y,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009241,403,193,0.485,2,8,2,2,2,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009242,463,500,1.782,7,5,-1,-1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009243,483,500,9.121,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009244,330,77,0.446,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009245,736,904,25.958,7,5,-1,2,-1,0,Y,U,A7,W,1,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009246,450,73,0.221,1,8,1,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009247,491,93,5.446,3,7,2,1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009248,466,500,2.178,2,6,2,1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009249,505,233,1.934,7,5,-1,2,-1,0,N,U,A4,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009250,325,500,1.312,2,8,2,-1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009251,432,500,1.957,2,5,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009252,512,231,1.308,5,7,1,1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009253,404,471,1.034,2,8,2,1,1,-2,N,C,I1,L,0,1,2,Pacific Bell - Nevada Bell,AT&T,Wireline,3,,0
1009254,396,468,1.089,2,8,2,1,2,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009255,395,500,1.116,2,5,2,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009256,466,175,0.909,2,6,1,1,2,-1,Y,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009257,429,500,1.409,8,2,-1,-1,2,-2,Y,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009258,321,90,0.416,1,8,2,-1,2,-1,N,U,A7,W,2,1,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009259,371,82,0.339,1,8,2,1,1,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009260,399,904,2.814,5,7,2,1,-1,0,N,U,A4,W,7,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009261,573,500,13.77,2,5,2,-2,1,0,N,U,A7,W,0,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1009262,378,500,1.783,2,8,2,-1,-1,0,N,U,A7,W,0,2,3,Metro PCS Communications Inc,T-Mobile,Wireless,,N,0
1009263,609,94,0.779,2,6,2,-1,-1,0,N,B,A7,L,0,2,3,Vonage- NSR,Vonage,VOIP Other,1,,0
1009264,400,66,0.419,1,8,2,2,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009265,433,218,0.518,5,7,2,1,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009266,555,500,0.754,7,5,-1,-1,-1,0,N,U,A1,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009267,461,77,2.68,1,5,2,-1,-1,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009268,420,500,2.169,2,8,1,-1,-1,0,N,U,A7,W,7,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009269,479,135,0.561,2,6,1,1,-1,1,N,B,A7,L,0,2,3,Cox Communications,Cox,Wireline,3,,0
1009270,474,133,1.347,1,8,2,1,2,1,N,U,U,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009271,332,135,0.299,5,8,2,-2,-2,0,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1009272,552,500,5.718,5,7,2,2,-1,0,N,U,I1,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1009273,348,90,0.299,2,5,2,1,1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009274,424,500,2.235,2,8,1,1,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009275,443,500,5.255,2,8,2,-1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009276,637,904,16.696,7,5,-1,2,-1,-2,N,U,A2,L,0,3,3,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1009277,520,73,0.484,7,5,-1,1,-1,0,N,U,I1,L,0,1,1,Level 3-SVR,CenturyLink,Wireline,2,,0
1009278,527,210,0.492,7,4,-1,-1,1,0,N,B,A7,L,0,3,4,TDS Telecommunications,TDS Telecommunications,Wireline,3,,0
1009279,501,130,1.521,2,6,1,-1,1,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009280,497,709,4.685,2,5,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009281,441,500,1.12,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009282,358,500,1.264,2,8,2,1,2,0,Y,U,A6,W,0,3,3,Cingular Wireless,AT&T,Wireless,,Y,0
1009283,410,500,1.161,2,8,2,1,2,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009284,581,81,0.465,7,3,-1,1,2,1,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009285,371,461,0.73,2,8,2,-1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009286,382,73,1.307,3,7,2,1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009287,463,248,0.942,2,8,2,2,-1,0,N,U,A2,W,4,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009288,355,255,0.933,2,8,2,2,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,1
1009289,656,84,4.768,1,8,1,1,1,1,N,B,A7,L,0,3,4,Frontier Communications - SVR,Frontier Communications,Wireline,3,,0
1009290,371,234,0.511,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1009291,501,249,0.933,2,5,2,-1,1,0,N,U,A5,W,0,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1009292,550,91,1.804,6,2,-1,1,-1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009293,504,193,2.192,8,5,-1,-1,-2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009294,505,790,25.412,5,6,2,2,-1,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1009295,476,97,1.213,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009296,626,500,10.414,2,8,2,-2,1,0,N,C,I1,L,0,1,3,YMAX Communications,Ymax Communications,Wireline,1,,0
1009297,700,707,2.285,2,8,1,1,-1,-2,N,B,A7,L,0,2,3,Charter Fiber - NSR,Charter Communications,Wireline,3,,0
1009298,291,130,0.259,2,3,2,1,1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009299,605,500,6.298,2,8,2,-1,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1009300,337,84,0.142,2,6,2,-2,1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009301,307,95,0.391,1,8,2,-1,1,1,N,U,I5,W,0,1,1,Cingular Wireless,AT&T,Wireless,,N,0
1009302,442,500,2.555,2,8,2,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009303,439,904,1.669,2,8,1,1,1,-2,N,B,A5,L,0,3,4,Peerless,Peerless Network,Wireline,2,,0
1009304,572,904,7.621,2,8,2,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009305,368,930,7.291,2,6,2,1,2,0,N,U,A7,W,7,1,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009306,395,95,0.388,3,7,2,1,-1,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009307,630,707,10.51,2,5,2,1,2,-2,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009308,424,500,2.825,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009309,376,193,0.339,2,5,1,-1,1,0,Y,U,A7,W,2,2,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1009310,428,50,0.367,3,7,2,2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009311,462,94,0.725,2,5,2,-2,1,0,N,U,A7,W,0,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1009312,425,500,1.299,5,7,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1009313,365,50,1.009,1,8,2,-2,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1009314,482,74,0.944,1,8,1,1,2,-1,N,B,A7,L,0,1,3,SBC IP,AT&T,Wireline,2,,0
1009315,472,236,0.878,2,5,-1,2,-1,-2,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1009316,477,50,2.339,2,3,-1,-1,-1,0,N,U,U,L,0,1,1,SouthWestern Bell,AT&T,Wireline,3,,0
1009317,426,500,1.309,2,5,2,2,1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
